Symbol,Name,Country,IPO Year,Volume,Sector,Industry
NTG,Tortoise Midstream Energy Fund Inc. Common Stock,,2010,22165,Finance,Finance Companies
NTP,Nam Tai Property Inc. Common Stock,China,,213656,Capital Goods,Industrial Machinery/Components
NTR,Nutrien Ltd. Common Shares,,2004,1567846,Capital Goods,Aerospace
NTST,NetSTREIT Corp. Common Stock,United States,2020,180849,Consumer Services,Real Estate Investment Trusts
NTZ,Natuzzi S.p.A.,Italy,1993,2620,Consumer Durables,Home Furnishings
NUE,Nucor Corporation Common Stock,United States,,2648157,Basic Industries,Steel/Iron Ore
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock,United States,1991,7959,Finance,Finance/Investors Services
NUS,Nu Skin Enterprises Inc. Common Stock,United States,1996,318364,Health Care,Other Pharmaceuticals
NUV,Nuveen Municipal Value Fund Inc. Common Stock,United States,1987,210146,Finance,Trusts Except Educational Religious and Charitable
NUVB,Nuvation Bio Inc. Class A Common Stock,United States,2020,2381527,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,United States,2009,11905,Finance,Investment Managers
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,United States,2002,115590,Finance,Investment Managers
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),Isle of Man,2013,76406,Transportation,Marine Transportation
NVO,Novo Nordisk A/S Common Stock,Denmark,,569761,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVR,NVR Inc. Common Stock,United States,,12734,Capital Goods,Homebuilding
NVRO,Nevro Corp. Common Stock,United States,2014,825702,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVS,Novartis AG Common Stock,Switzerland,,1795259,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Envista Holdings Corporation Common Stock,,2019,848310,Health Care,Medical/Dental Instruments
NVT,nVent Electric plc Ordinary Shares ,,2018,663050,Capital Goods,Electrical Products
NVTA,Invitae Corporation Common Stock,United States,2015,3912577,Health Care,Medical Specialities
NWG,NatWest Group plc American Depositary Shares,United Kingdom,,444851,Finance,Commercial Banks
NWN,Northwest Natural Holding Company Common Stock,United States,,122366,Public Utilities,Oil/Gas Transmission
NX,Quanex Building Products Corporation Common Stock,United States,,82577,Basic Industries,Metal Fabrications
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,United States,1992,28167,Finance,Investment Managers
NXDT,NexPoint Diversified Real Estate Trust Common Stock,,,67081,Finance,Investment Managers
NXJ,Nuveen New Jersey Qualified Municipal Fund ,United States,2001,71879,Finance,Finance/Investors Services
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,United States,1992,6846,Finance,Trusts Except Educational Religious and Charitable
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,United States,1992,41082,Finance,Trusts Except Educational Religious and Charitable
NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock,United States,1992,22148,Finance,Trusts Except Educational Religious and Charitable
NXR,Nuveen Select Tax Free Income Portfolio III Common Stock,United States,1992,11594,Finance,Trusts Except Educational Religious and Charitable
NXRT,NexPoint Residential Trust Inc. Common Stock,United States,2015,73432,Consumer Services,Real Estate Investment Trusts
NXU,Novus Capital Corporation II Class A Common Stock,,2021,8389,,
NYC,New York City REIT Inc. Class A Common Stock,,2020,33441,Consumer Services,Real Estate Investment Trusts
NYCB,New York Community Bancorp Inc. Common Stock,United States,,4068843,Finance,Banks
NYCB^A,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,United States,,17855,,
NYCB^U,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES),United States,,1019,,
NYT,New York Times Company (The) Common Stock,United States,,1236576,Consumer Services,Newspapers/Magazines
NZF,Nuveen Municipal Credit Income Fund ,United States,2007,101680,Finance,Finance Companies
O,Realty Income Corporation Common Stock,United States,,3930339,Consumer Services,Real Estate Investment Trusts
OACB,Oaktree Acquisition Corp. II Class A Ordinary Shares,United States,2020,107752,Finance,Business Services
OAK^A,Oaktree Capital Group LLC 6.625% Series A Preferred units,United States,,25076,,
OAK^B,Oaktree Capital Group LLC 6.550% Series B Preferred Units,United States,,5808,,
OC,Owens Corning Inc Common Stock New,United States,,726238,,
OCA,Omnichannel Acquisition Corp. Class A Common Stock,,2021,871926,,
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares,China,2019,2837904,Technology,Computer Software: Programming Data Processing
OCN,Ocwen Financial Corporation NEW Common Stock,United States,,24419,Finance,Finance: Consumer Services
ODC,Oil-Dri Corporation Of America Common Stock,United States,,6411,Basic Industries,Industrial Specialties
OEC,Orion Engineered Carbons S.A Common Shares,Luxembourg,2014,161953,Basic Industries,Specialty Chemicals
OFC,Corporate Office Properties Trust Common Stock,United States,,385417,Consumer Services,Real Estate Investment Trusts
OFG,OFG Bancorp Common Stock,Puerto Rico,,88112,Finance,Major Banks
OG,Onion Global Limited American Depositary Shares (each ten (10) ADSs representing one (1) Class A Ordinary Share),,2021,38334,Consumer Services,Catalog/Specialty Distribution
OGE,OGE Energy Corp Common Stock,United States,,593606,Public Utilities,Electric Utilities: Central
OGN,Organon & Co. Common Stock ,,2021,1872701,Health Care,Biotechnology: Pharmaceutical Preparations
OGS,ONE Gas Inc. Common Stock,,2014,189395,Public Utilities,Oil/Gas Transmission
OHI,Omega Healthcare Investors Inc. Common Stock,United States,1992,2597826,Consumer Services,Real Estate Investment Trusts
OI,O-I Glass Inc. Common Stock,United States,,921997,Consumer Durables,Containers/Packaging
OIA,Invesco Municipal Income Opportunities Trust Common Stock,United States,,24705,Finance,Finance Companies
OII,Oceaneering International Inc. Common Stock,United States,,888297,Energy,Oilfield Services/Equipment
OIS,Oil States International Inc. Common Stock,United States,2001,1628136,Energy,Metal Fabrications
OKE,ONEOK Inc. Common Stock,United States,,2372706,Public Utilities,Oil & Gas Production
OLN,Olin Corporation Common Stock,United States,,1038306,Basic Industries,Industrial Specialties
OLO,Olo Inc. Class A Common Stock,,2021,1058354,Technology,Computer Software: Prepackaged Software
OLP,One Liberty Properties Inc. Common Stock,United States,,33923,Consumer Services,Real Estate Investment Trusts
OMC,Omnicom Group Inc. Common Stock,United States,,1770054,Technology,Advertising
OMF,OneMain Holdings Inc. Common Stock,,2013,925611,Finance,Finance: Consumer Services
OMI,Owens & Minor Inc. Common Stock,United States,,346838,Health Care,Medical Specialities
ONL,Orion Office REIT Inc. Common Stock,,2021,1567265,Consumer Services,Real Estate Investment Trusts
ONON,On Holding AG Class A Ordinary Shares,,2021,1907685,,
ONTF,ON24 Inc. Common Stock,,2021,755402,Technology,Computer Software: Prepackaged Software
ONTO,Onto Innovation Inc. Common Stock,United States,,150277,Technology,Semiconductors
OOMA,Ooma Inc. Common Stock,,2015,44363,Consumer Services,Telecommunications Equipment
OPA,Magnum Opus Acquisition Limited Class A Ordinary Shares,,2021,941,,
OPAD,Offerpad Solutions Inc. Class A Common Stock,United States,2020,381491,Finance,Real Estate
OPFI,OppFi Inc. Class A Common Stock,,2020,386916,Technology,EDP Services
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock,United States,2016,63136,Finance,Finance/Investors Services
OPP^A,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.375% Series A Cumulative Preferred Stock,United States,,5418,,
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE),United States,,59741,Finance,Investment Bankers/Brokers/Service
OR,Osisko Gold Royalties Ltd Common Shares,,2016,485918,,
ORA,Ormat Technologies Inc. Common Stock,United States,2004,192245,Public Utilities,Electric Utilities: Central
ORAN,Orange,France,,538558,Public Utilities,Telecommunications Equipment
ORC,Orchid Island Capital Inc. Common Stock,United States,2013,2749025,Consumer Services,Real Estate Investment Trusts
ORCC,Owl Rock Capital Corporation Common Stock,,2019,908247,Finance,Diversified Financial Services
ORCL,Oracle Corporation Common Stock,United States,1986,10904800,Technology,Computer Software: Prepackaged Software
ORI,Old Republic International Corporation Common Stock,United States,,772669,Finance,Specialty Insurers
ORN,Orion Group Holdings Inc. Common,United States,,106282,Capital Goods,Oilfield Services/Equipment
OSCR,Oscar Health Inc. Class A Common Stock,,2021,2486643,Finance,Accident &Health Insurance
OSG,Overseas Shipholding Group Inc. Class A Common Stock,United States,2015,176714,Energy,Oil & Gas Production
OSH,Oak Street Health Inc. Common Stock,United States,2020,1443729,Health Care,Assisted Living Services
OSI,Osiris Acquisition Corp. Class A Common Stock,,2021,49,,
OSK,Oshkosh Corporation (Holding Company)Common Stock,United States,,442786,Capital Goods,Auto Manufacturing
OTIS,Otis Worldwide Corporation Common Stock ,,2020,1024737,,
OUST,Ouster Inc. Common Stock,United States,2020,1359331,Capital Goods,Industrial Machinery/Components
OUT,OUTFRONT Media Inc. Common Stock,,2014,573028,Consumer Services,Real Estate Investment Trusts
OVV,Ovintiv Inc. (DE),Canada,,3394763,Energy,Oil & Gas Production
OWL,Blue Owl Capital Inc. Class A Common Stock,United States,2020,1935906,Finance,Investment Managers
OWLT,Owlet Inc. Class A Common Stock,,2020,271849,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
OXM,Oxford Industries Inc. Common Stock,United States,,95280,Consumer Non-Durables,Apparel
OXY,Occidental Petroleum Corporation Common Stock,United States,,11477045,Energy,Oil & Gas Production
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),Mexico,2006,41327,,
PACK,Ranpak Holdings Corp Class A Common Stock,,2018,189858,Basic Industries,Containers/Packaging
PAG,Penske Automotive Group Inc. Common Stock,United States,,156738,Consumer Services,Other Specialty Stores
PAGS,PagSeguro Digital Ltd. Class A Common Shares,Cayman Islands,2018,2651405,Technology,EDP Services
PAI,Western Asset Investment Grade Income Fund Inc.,United States,,6327,Finance,Trusts Except Educational Religious and Charitable
PAM,Pampa Energia S.A. Pampa Energia S.A.,Argentina,,138283,Public Utilities,Electric Utilities: Central
PAR,PAR Technology Corporation Common Stock,United States,,167024,Technology,Computer Software: Prepackaged Software
PARR,Par Pacific Holdings Inc.  Common Stock,United States,,409422,Energy,Integrated oil Companies
PATH,UiPath Inc. Class A Common Stock,,2021,2654479,Technology,Computer Software: Prepackaged Software
PAY,Paymentus Holdings Inc. Class A Common Stock,,2021,324325,Technology,Retail: Computer Software & Peripheral Equipment
PAYC,Paycom Software Inc. Common Stock,,2014,291159,Technology,Computer Software: Prepackaged Software
PB,Prosperity Bancshares Inc. Common Stock,United States,,153446,Finance,Major Banks
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),Canada,,1165374,Energy,Oil & Gas Production
PBC,Prospect Capital Corporation 6.875% Notes due 2029,United States,2018,2546,Finance,Finance/Investors Services
PBF,PBF Energy Inc. Class A Common Stock,United States,2012,1691393,Energy,Integrated oil Companies
PBFX,PBF Logistics LP Common Units representing limited partner interests,,2014,142916,,
PBH,Prestige Consumer Healthcare Inc. Common Stock,United States,2005,120909,Health Care,Biotechnology: Pharmaceutical Preparations
PBI,Pitney Bowes Inc. Common Stock,United States,,1186749,Miscellaneous,Office Equipment/Supplies/Services
PBI^B,Pitney Bowes Inc 6.70% Notes Due 2043,United States,,17799,,
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,Brazil,,20712330,Energy,Oil & Gas Production
PBT,Permian Basin Royalty Trust Common Stock,United States,,83416,Energy,Oil & Gas Production
PCF,High Income Securities Fund Common Stock,United States,,83770,Finance,Trusts Except Educational Religious and Charitable
PCG,Pacific Gas & Electric Co. Common Stock,United States,,16040916,Public Utilities,Power Generation
PCGU,Pacific Gas & Electric Co. Equity Unit,United States,,23491,Public Utilities,Power Generation
PCI,PIMCO Dynamic Credit and Mortgage Income Fund Common Shares of Beneficial Interest,,2013,484603,Finance,Investment Managers
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,United States,2002,28810,Finance,Trusts Except Educational Religious and Charitable
PCM,PCM Fund Inc. Common Stock,United States,1993,17064,Finance,Trusts Except Educational Religious and Charitable
PCN,Pimco Corporate & Income Strategy Fund Common Stock,United States,2001,52971,Finance,Investment Managers
PCOR,Procore Technologies Inc. Common Stock,,2021,825149,Technology,EDP Services
PCPC,Periphas Capital Partnering Corporation Class A Common Stock,,2021,3998,,
PCQ,PIMCO California Municipal Income Fund Common Stock,United States,2001,16356,Finance,Investment Managers
PD,PagerDuty Inc. Common Stock,,2019,958845,Technology,Retail: Computer Software & Peripheral Equipment
PDI,PIMCO Dynamic Income Fund Common Stock,United States,2012,393455,Finance,Trusts Except Educational Religious and Charitable
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock,United States,,727575,Consumer Services,Building operators
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,,2021,220147,Finance,Trusts Except Educational Religious and Charitable
PDOT,Peridot Acquisition Corp. II Class A Ordinary Shares,,2021,1711,,
PDS,Precision Drilling Corporation Common Stock,Canada,,22939,,
PDT,John Hancock Premium Dividend Fund,United States,,41234,Finance,Finance Companies
PEAK,Healthpeak Properties Inc. Common Stock,United States,,1550560,Consumer Services,Real Estate Investment Trusts
